omim,title,prevalence,onset_age,disease_def,synonym
232240,Orphanet: Glycogen storage disease due to glucose 6 phosphatase deficiency,Unknown,"Infancy,Neonatal","Glycogenosis due to glucose-6-phosphatase (G6P) deficiency or glycogen storage disease, (GSD), type 1, is a group of inherited metabolic diseases, including types a and b (see these terms), and characterized by poor tolerance to fasting, growth retardation and hepatomegaly resulting from accumulation of glycogen and fat in the liver.","G6P deficiency,GSD due to G6P deficiency,GSD type 1,GSD type I,Glycogen storage disease due to G6P deficiency,Glycogen storage disease type 1,Glycogen storage disease type I,Glycogenosis type 1,Glycogenosis type I,Hepatorenal glycogenosis,Von Gierke disease"
231950,Orphanet: Gamma glutamyl transpeptidase deficiency,&lt;1 / 1 000 000,Infancy,A disorder that is characterized by increased glutathione concentration in the plasma and urine.,"Gamma-glutamyl transferase deficiency,Glutathionuria"
266130,Orphanet: Glutathione synthetase deficiency,&lt;1 / 1 000 000,Neonatal,"A rare disorder characterised by hemolytic anemia, associated with metabolic acidosis and 5-oxoprolinuria in moderate forms, and with progressive neurological symptoms and recurrent bacterial infections in the most severe forms.",Pyroglutamicaciduria
231690,Orphanet: Glutaric acidemia type 3,Unknown,Allages,A rare inborn error of metabolism characterized by abnormally high urinary excretion of glutaric acid due to peroxisomal glutaryl-CoA oxidase deficiency. There is no association with a specific clinical phenotype.,"Glutaric aciduria type 3,Glutaryl-CoA oxidase deficiency"
231680,Orphanet: Multiple acyl CoA dehydrogenase deficiency,1-9 / 1 000 000,Allages,"Multiple acyl-CoA dehydrogenation deficiency (MADD) is a disorder of fatty acid and amino acid oxidation and is a clinically heterogeneous disorder ranging from a severe neonatal presentation with metabolic acidosis, cardiomyopathy and liver disease, to a mild childhood/adult disease with episodic metabolic decompensation, muscle weakness, and respiratory failure.","Glutaric acidemia type 2,Glutaric aciduria type 2,MAD deficiency,MADD"
231670,Orphanet: Glutaryl CoA dehydrogenase deficiency,Unknown,"Infancy,Neonatal",Glutaryl-CoA dehydrogenase (GCDH) deficiency (GDD) is an autosomal recessive neurometabolic disorder clinically characterized by encephalopathic crises resulting in striatal injury and a severe dystonic dyskinetic movement disorder.,"GA1,GCDHD,Glutaric acidemia type 1,Glutaric aciduria type 1,Glutaryl-coenzyme A dehydrogenase deficiency"
231550,Orphanet: Achalasia alacrimia syndrome,-,-,,
609975,Orphanet: Hyperinsulinism due to short chain 3 hydroxylacyl CoA dehydrogenase deficiency,&lt;1 / 1 000 000,"Infancy,Neonatal","Hyperinsulinism due to short chain 3 hydroxylacyl-CoA dehydrogenase (SCHAD) deficiency is a recently described mitochondrial fatty acid oxidation disorder characterized by hyperinsulinemic hypoglycemia with seizures, and in one case fulminant hepatic failure.","Hyperinsulinemic hypoglycemia due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency,Hyperinsulinism due to SCHAD deficiency,Hyperinsulinism due to glutamodehydrogenase deficiency,SCHAD deficiency"
617272,Orphanet: Congenital glaucoma,1-9 / 100 000,"Infancy,Neonatal","A rare ophthalmic disorder characterized by an elevated intra-ocular pressure. The clinical presentation frequently associates an increase in the size of the eye, as well as corneal edema.","Buphthalmia,Buphthalmos,Buphthalmus,Primary congenital glaucoma"
231200,Orphanet: Bernard Soulier syndrome,&lt;1 / 1 000 000,Allages,"Bernard Soulier syndrome (BSS) is an inherited platelet disorder characterized by mild to severe bleeding tendency , macrothrombocytopenia and absent ristocetin-induced platelet agglutination.","Giant platelet syndrome,Hemorrhagiparous thrombocytic dystrophy"
231095,Orphanet: Ghosal hematodiaphyseal dysplasia,&lt;1 / 1 000 000,-,Ghosal hematodiaphyseal dysplasia syndrome (GHDD) is a rare disorder characterized by increased bone density (predominantly diaphyseal) and aregenerative corticosteroid-sensitive anemia.,"Diaphyseal dysplasia-anemia syndrome,Ghosal syndrome"
618432,Orphanet: Complete hydatidiform mole,Unknown,Adult,"Complete hydatidiform mole is a type of hydatiform mole (see this term) characterized by abnormal hyperplastic trophoblasts and hydropic villi due to fertilization of an enucleated ovocyte by one or two haploid spermatozoa that can manifest with vaginal bleeding accompanied by nausea and frequent vomiting, hyperemesis gravidarum, risk of spontaneous miscarriage, hyperthyroidism, and has the potential of developing into choriocarcinoma (see this term).",Complete molar pregnancy
231070,Orphanet: Geroderma osteodysplastica,&lt;1 / 1 000 000,Neonatal,"Geroderma osteodysplastica (GO) is characterized by lax and wrinkled skin (especially on the dorsum of the hands and feet and abdomen), progeroid features, hip dislocation, joint laxity, severe short stature/dwarfism, severe osteoporosis, vertebral abnormalities and spontaneous fractures, and developmental delay and mild intellectual deficit.",
617809,Orphanet: Geleophysic dysplasia,&lt;1 / 1 000 000,Childhood,"A rare skeletal dysplasia characterized by short stature, prominent abnormalities in hands and feet, and a characteristic facial appearance (described as happy'').",Geleophysic dwarfism
610539,Orphanet: Gaucher disease,1-9 / 100 000,Allages,"Gaucher disease (GD) is a lysosomal storage disorder encompassing three main forms (types 1, 2 and 3), a fetal form and a variant with cardiac involvement (Gaucher disease - ophthalmoplegia - cardiovascular calcification or Gaucher-like disease).","Acid beta-glucosidase deficiency,Glucocerebrosidase deficiency"
610539,Orphanet: Gaucher disease,1-9 / 100 000,Allages,"Gaucher disease (GD) is a lysosomal storage disorder encompassing three main forms (types 1, 2 and 3), a fetal form and a variant with cardiac involvement (Gaucher disease - ophthalmoplegia - cardiovascular calcification or Gaucher-like disease).","Acid beta-glucosidase deficiency,Glucocerebrosidase deficiency"
610539,Orphanet: Gaucher disease,1-9 / 100 000,Allages,"Gaucher disease (GD) is a lysosomal storage disorder encompassing three main forms (types 1, 2 and 3), a fetal form and a variant with cardiac involvement (Gaucher disease - ophthalmoplegia - cardiovascular calcification or Gaucher-like disease).","Acid beta-glucosidase deficiency,Glucocerebrosidase deficiency"
610539,Orphanet: Gaucher disease,1-9 / 100 000,Allages,"Gaucher disease (GD) is a lysosomal storage disorder encompassing three main forms (types 1, 2 and 3), a fetal form and a variant with cardiac involvement (Gaucher disease - ophthalmoplegia - cardiovascular calcification or Gaucher-like disease).","Acid beta-glucosidase deficiency,Glucocerebrosidase deficiency"
230740,Orphanet: GAPO syndrome,&lt;1 / 1 000 000,Neonatal,"A rare, genetic, multiple congenital anomalies syndrome characterized by growth retardation, alopecia, pseudoanodontia and ocular manifestations.",Growth delay-alopecia-pseudoanodontia-optic atrophy syndrome
230650,Orphanet: GM1 gangliosidosis,Unknown,Childhood,"GM1 gangliosidosis is a rare lysosomal storage disorder characterized biochemically by deficient beta-galactosidase activity and clinically by a wide range of variable neurovisceral, ophthalmological and dysmorphic features.","Beta-galactosidase-1 deficiency,GLB1 deficiency,Landing disease"
230650,Orphanet: GM1 gangliosidosis,Unknown,Childhood,"GM1 gangliosidosis is a rare lysosomal storage disorder characterized biochemically by deficient beta-galactosidase activity and clinically by a wide range of variable neurovisceral, ophthalmological and dysmorphic features.","Beta-galactosidase-1 deficiency,GLB1 deficiency,Landing disease"
230650,Orphanet: GM1 gangliosidosis,Unknown,Childhood,"GM1 gangliosidosis is a rare lysosomal storage disorder characterized biochemically by deficient beta-galactosidase activity and clinically by a wide range of variable neurovisceral, ophthalmological and dysmorphic features.","Beta-galactosidase-1 deficiency,GLB1 deficiency,Landing disease"
230450,Orphanet: Glutamate cysteine ligase deficiency,&lt;1 / 1 000 000,Infancy,"A disorder that is principally characterized by hemolytic anemia, (usually rather mild), however, the presence of neurological symptoms has also been reported.",Gamma-glutamylcysteine synthetase deficiency
230400,Orphanet: Classic galactosemia,Unknown,"Infancy,Neonatal","A life-threatening metabolic disease with onset in the neonatal period. Infants usually develop feeding difficulties, lethargy, and severe liver disease.","GALT deficiency,Galactose-1-phosphate uridyltransferase deficiency,Galactosemia type 1"
230350,Orphanet: Erythrocyte galactose epimerase deficiency,-,-,,
230200,Orphanet: Galactokinase deficiency,Unknown,"Infancy,Neonatal","A rare mild form of galactosemia characterized by early onset of cataract and an absence of the usual signs of classic galactosemia, i.e. feeding difficulties, poor weight gain and growth, lethargy, and jaundice.","GALK deficiency,GALK-D,Galactokinase deficiency galactosemia,Galactosemia type 2"
230000,Orphanet: Fucosidosis,&lt;1 / 1 000 000,"Infancy,Childhood","Fucosidosis is an extremely rare lysosomal storage disorder characterized by a highly variable phenotype with common manifestations including neurologic deterioration, coarse facial features, growth retardation, and recurrent sinopulmonary infections, as well as seizures, visceromegaly, angiokeratoma and dysostosis.",Alpha-L-fucosidase deficiency
229850,Orphanet: Fryns syndrome,Unknown,"Antenatal,Neonatal","A rare multiple congenital anomaly syndrome characterized by congenital diaphragmatic hernia (CDH) and pulmonary hypoplasia, distal limb hypoplasia and facial anomalies in addition to variable expression of additional birth defects.",Diaphragmatic hernia-abnormal face-distal limb anomalies syndrome
229800,Orphanet: Essential fructosuria,Unknown,Allages,"Essential fructosuria is a rare autosomal recessive disorder of fructose metabolism (see this term) caused by a deficiency of fructokinaseenzyme activity. It is characterized by elevated fructosemia and presence of fructosuria following ingestion of fructose and related sugars (sucrose, sorbitol). Essential fructosuria is clinically asymptomatic and harmless. Dietary restriction is not indicated.","Fructokinase deficiency,Ketohexokinase deficiency"
229700,"Orphanet: Fructose 1,6 bisphosphatase deficiency",Unknown,Allages,"Fructose-1,6-biphosphatase (FBP) deficiency is a disorder of fructose metabolism (see this term) characterized by recurrent episodes of fasting hypoglycemia with lactic acidosis, that may be life-threatening in neonates and infants.","FBPase deficiency,Fructose-1,6-diphosphatase deficiency"
229600,Orphanet: Hereditary fructose intolerance,1-9 / 100 000,Allages,"Hereditary fructose intolerance (HFI) is an autosomal recessive disorder of fructose metabolism (see this term), resulting from a deficiency of hepatic fructose-1-phosphate aldolase activity and leading to gastrointestinal disorders and postprandial hypoglycemia following fructose ingestion. HFI is a benign condition when treated, but it is life-threatening and potentially fatal if left untreated.","Hereditary fructose-1-phosphate aldolase deficiency,Hereditary fructosemia"
229400,Orphanet: Frontofacionasal dysplasia,&lt;1 / 1 000 000,Neonatal,"A rare congenital malformation characterized by multiple craniofacial anomalies (brachycephaly, blepharophimosis, ptosis, S-shaped palpebral fissures, coloboma, cleft lip and palate, deformed nostrils, encephalocele, hypertelorism, midface hypoplasia, malformed eyes, and absent inner eyelashes).",Gollop syndrome
601992,Orphanet: Friedreich ataxia,1-9 / 100 000,"Childhood,Adolescent","Friedreich ataxia (FRDA) is an inherited neurodegenerative disorder classically characterized by progressive gait and limb ataxia, dysarthria, dysphagia, oculomotor dysfunction, loss of deep tendon reflexes, pyramidal tract signs, scoliosis, and in some, cardiomyopathy, diabetes mellitus, visual loss and defective hearing.","FA,FRDA"
614170,Orphanet: Brittle cornea syndrome,&lt;1 / 1 000 000,"Infancy,Neonatal","A rare, hereditary connective tissue disease characterized by severe ocular manifestations due to extreme corneal thinning and fragility with rupture in the absence of significant trauma, often leading to irreversible blindness. Extraocular manifestations comprise deafness, developmental hip dysplasia, and joint hypermobility.",
229120,Orphanet: Fountain syndrome,&lt;1 / 1 000 000,"Infancy,Neonatal","Fountain syndrome is an extremely rare multi-systemic genetic disorder characterized by intellectual disability, deafness, skeletal abnormalities and coarse facial features.","Deafness-skeletal dysplasia-coarse face with full lips syndrome,Deafness-skeletal dysplasia-lip granuloma syndrome,Hearing loss-skeletal dysplasia-coarse face with full lips syndrome,Hearing loss-skeletal dysplasia-lip granuloma syndrome"
229100,Orphanet: Formiminoglutamic aciduria,Unknown,Childhood,"A rare disorder of folate metabolism and transport characterized, biochemically, by elevated formiminoglutamate in urine and plasma due to glutamate formiminotransferase deficiency, associated with a highly variable clinical phenotype, ranging from developmental delay, intellectual disability and anemia to normal development without anemia. Increased hydantoin-5-propionic acid and/or folate in plasma may also be associated.","FTCD deficiency,Formiminotransferase cyclodeaminase deficiency,Glutamate formiminotransferase deficiency"
229070,Orphanet: Isolated follicle stimulating hormone deficiency,Unknown,"Adolescent,Adult","A rare congenital hypogonadotropic hypogonadism characterized by hypogonadism due to selective deficiency of follicle stimulating hormone (FSH). Clinical manifestations are primary amenorrhea, absent or incomplete breast development, and infertility in women, and small testes, azoospermia, and infertility in men. Luteinizing hormone is elevated in the gonadotropin-releasing hormone stimulation test, while the FSH response is impaired.",Isolated FSH deficiency
229050,Orphanet: Hereditary folate malabsorption,&lt;1 / 1 000 000,"Infancy,Neonatal","Hereditary folate malabsorption (HFM) is an inherited disorder of folate transport characterized by a systemic and central nervous system (CNS) folate deficiency manifesting as megaloblastic anemia, failure to thrive, diarrhea and/or oral mucositis, immunologic dysfunction and neurological disorders.",Congenital folate malabsorption
228980,Orphanet: Familial benign flecked retina,-,-,"Familial benign flecked retina is a rare retinal dystrophy characterized by diffuse bilateral white-yellow fleck-like lessions extending to the far periphery of the retina but sparing the foveal region, with asymptomatic clinical phenotype and absence of electrophysiologic deficits.",
228960,Orphanet: Congenital high molecular weight kininogen deficiency,-,-,"A rare genetic hematologic disease characterized by abnormal surface-mediated activation of fibrinolysis due to the deficiency of high-molecular-weight kininogen in plasma. Activated partial thromboplastin time (aPTT) may be prolonged. Clinically, patients are typically asymptomatic and do not show increased bleeding or thrombotic tendency.",
228930,Orphanet: Fuhrmann syndrome,&lt;1 / 1 000 000,"Infancy,Neonatal","Fuhrmann syndrome is mainly characterized by bowing of the femora, aplasia or hypoplasia of the fibulae and poly-, oligo-, and syndactyly.","Fibular hypoplasia or aplasia-femoral bowing-oligodactyly syndrome,Fuhrmann-Rieger-de Sousa syndrome"
228900,Orphanet: Fibular aplasia complex brachydactyly syndrome,-,"Antenatal,Neonatal",A rare syndrome characterised by severe reduction or absence of the fibula and complex brachydactyly. Less than 30 cases have been described in the literature so far. The syndrome is inherited in an autosomal recessive manner and is caused by mutations in the cartilage-derived morphogenetic protein-1 gene (,Du Pan syndrome
228600,Orphanet: Infantile systemic hyalinosis,&lt;1 / 1 000 000,"Neonatal,Infancy","Infantile systemic hyalinosis (ISH) is a very rare disorder belonging to the heterogeneous group of genetic fibromatoses and is characterized by progressive joint contractures, skin abnormalities, severe chronic pain and widespread deposition of hyaline material in many tissues such as the skin, skeletal muscle, cardiac muscle, gastrointestinal tract, lymph nodes, spleen, thyroid, and adrenal glands.",
615293,Orphanet: Infantile myofibromatosis,Unknown,"Infancy,Neonatal","A rare benign soft tissue tumor characterized by the development of nodules in the skin, striated muscles, bones, and in exceptional cases, visceral organs, leading to a broad spectrum of clinical symptoms. It contains myofibroblasts.",
614524,Orphanet: Fibrochondrogenesis,&lt;1 / 1 000 000,Neonatal,"Fibrochondrogenesis is a rare, neonatally lethal, rhizomelic chondrodysplasia. Eleven cases have been reported. The face is distinctive and characterized by protuberant eyes, flat midface, flat small nose with anteverted nares and a small mouth with long upper lip. Cleft palate, micrognathia and bifid tongue can occur. The limbs show marked shortness of all segments with relatively normal hands and feet. No internal anomalies other than omphalocele have been reported. Transmission is probably autosomal recessive. Recurrence in a consanguineous family (affecting both sexes) and concordance of affected male twins have been reported.",
228300,Orphanet: Leydig cell hypoplasia due to LHB deficiency,-,-,,
228250,Orphanet: Gollop Wolfgang complex,Unknown,"Antenatal,Neonatal","A rare congenital limb malformation characterized by bifid femur, absent or hypoplastic tibia and ulna with limb shortening, oligodactyly, and ectrodactyly.",Bifid femur-monodactylous ectrodactyly syndrome
228000,Orphanet: Farber disease,&lt;1 / 1 000 000,"Infancy,Neonatal,Childhood,Antenatal","A subcutaneous tissue disease characterized by a spectrum of clinical signs ranging from the classical triad of painful and progressively deformed joints, subcutaneous nodules, and progressive hoarseness (due to laryngeal involvement) that presents in infancy, to varying phenotypes with respiratory and neurologic involvement.","Acid ceramidase deficiency,Farber lipogranulomatosis"
227810,Orphanet: Fanconi Bickel syndrome,Unknown,"Infancy,Neonatal","A rare glycogen storage disease due to a deficiency in solute carrier family 2, facilitated glucose transporter member 2 and characterized by hepatorenal glycogen accumulation leading to severe renal tubular dysfunction and impaired glucose and galactose metabolism.","GSD due to GLUT2 deficiency,GSD type 11,GSD type XI,Glycogen storage disease due to GLUT2 deficiency,Glycogen storage disease type 11,Glycogen storage disease type XI,Glycogenosis due to GLUT2 deficiency"
617883,Orphanet: Fanconi anemia,1-9 / 1 000 000,Childhood,"A rare genetic multisystem disorder characterized by progressive pancytopenia with bone marrow failure, variable congenital malformations and predisposition to develop hematological or solid tumors.",Fanconi pancytopenia
617883,Orphanet: Fanconi anemia,1-9 / 1 000 000,Childhood,"A rare genetic multisystem disorder characterized by progressive pancytopenia with bone marrow failure, variable congenital malformations and predisposition to develop hematological or solid tumors.",Fanconi pancytopenia
617883,Orphanet: Fanconi anemia,1-9 / 1 000 000,Childhood,"A rare genetic multisystem disorder characterized by progressive pancytopenia with bone marrow failure, variable congenital malformations and predisposition to develop hematological or solid tumors.",Fanconi pancytopenia
227600,Orphanet: Congenital factor X deficiency,1-9 / 1 000 000,Allages,A rare inherited bleeding disorder with a decreased antigen and/or activity of factor X (FX) and characterized by mild to severe bleeding symptoms.,"Congenital Stuart factor deficiency,Stuart-Prower factor deficiency"
227500,Orphanet: Congenital factor VII deficiency,1-9 / 1 000 000,Allages,"A rare, genetic, congenital vitamin K-dependant coagulation factor deficiency disorder characterized by decreased levels or absence of coagulation factor VII (FVII), resulting in bleeding diathesis of variable severity.","Congenital proconvertin deficiency,Hypoproconvertinemia"
227400,Orphanet: Congenital factor V deficiency,1-9 / 1 000 000,Allages,Congenital factor V deficiency is an inherited bleeding disorder due to reduced plasma levels of factor V (FV) and characterized by mild to severe bleeding symptoms.,"Owren disease,Parahemophilia,Proaccelerin deficiency"
227330,Orphanet: Autosomal recessive faciodigitogenital syndrome,&lt;1 / 1 000 000,Neonatal,"A very rare syndrome including short stature, facial dysmorphism, hand abnormalities and shawl scrotum.","Aarskog-like syndrome,Facio-digito-genital syndrome, Kuwait type,Teebi-Naguib-Alawadi syndrome"
613625,Orphanet: Combined deficiency of factor V and factor VIII,1-9 / 1 000 000,Allages,A rare inherited bleeding disorder due to the reduction in activity and antigen levels of both factor V (FV) and factor VIII (FVIII) and characterized by mild-to-moderate bleeding symptoms.,"F5F8D,FV and FVIII combined deficiency"
614974,Orphanet: Focal facial dermal dysplasia,&lt;1 / 1 000 000,"Neonatal,Antenatal","Focal facial dermal dysplasias (FFDD) are rare ectodermal dysplasias, characterized by congenital bitemporal (resembling forceps marks) or preauricular scar-like lesions associated with additional facial and or systematic manifestations. 4 types of FFDD are described (FFDD I to IV; see these terms). FFDD types II and III present with a variable facial dysmorphism including distichiasis (upper lashes) or lacking eyelashes, and upward slanting and thinned lateral eyebrows with a flattened nasal bridge and full upper lip. FFDD types I and IV are infrequently associated with extra-cutaneous anomalies.",FFDD
227090,Orphanet: Congenital lethal erythroderma,&lt;1 / 1 000 000,Neonatal,"A rare skin disorder characterized by erythrodermic, peeling skin from birth with no obvious nail or hair-shaft abnormalities and other associated anomalies including diarrhea, failure to thrive and severe hypoalbuminaemia resistant to correction by enteral or intravenous supplementation. An autosomal recessive mode of inheritance is highly probable. The prognosis is poor and infants die in the first months of life. There have been no further descriptions in the literature since 1992.",
226990,Orphanet: Chronic Epstein Barr virus infection syndrome,Unknown,"Childhood,Adult,Adolescent","Chronic Epstein-Barr virus infection syndrome is a rare infectious disease characterized by familial, primary, chronic Epstein-Barr virus infection which typically manifests with persistent mononucleosis-like signs and symptoms, in the absence of secondary immunodeficiency.","CAEBV syndrome,Chronic EBV infection syndrome"
226980,Orphanet: Wolcott Rallison syndrome,&lt;1 / 1 000 000,"Infancy,Neonatal","Wolcott-Rallison syndrome (WRS) is a very rare genetic disease, characterized by permanent neonatal diabetes mellitus (PNDM) with multiple epiphyseal dysplasia and other clinical manifestations, including recurrent episodes of acute liver failure.","Early-onset diabetes mellitus with multiple epiphyseal dysplasia,WRS"
226960,Orphanet: Lowry Wood syndrome,&lt;1 / 1 000 000,Neonatal,"A rare disorder characterized by the association of epiphyseal dysplasia, short stature, microcephaly and, in the first reported cases, congenital nystagmus. So far, less than 10 cases have been described in the literature. Variable degrees of intellectual deficit have also been reported. Other occasional features include retinitis pigmentosa and coxa vara. Transmission appears to be autosomal recessive.",Epiphyseal dysplasia-microcephaly-nystagmus syndrome
226900,Orphanet: Multiple epiphyseal dysplasia type 4,Unknown,Childhood,"Multiple epiphyseal dysplasia type 4 is a multiple epiphyseal dysplasia with a late-childhood onset, characterized by joint pain involving hips, knees, wrists, and fingers with occasional limitation of joint movements, deformity of hands, feet, and knees (club foot, clinodactyly, brachydactyly), scoliosis and slightly reduced adult height. Radiographs display flat epiphyses with early arthritis of the hip, and double-layered patella. Multiple epiphyseal dysplasia type 4 follows an autosomal recessive mode of transmission. The disease is allelic to diastrophic dwarfism, atelosteogenesis type 2 and achondrogenesis type 1B with whom it forms a clinical continuum.","Autosomal recessive multiple epiphyseal dysplasia,EDM4,MED4,Polyepiphyseal dysplasia type 4,rMED"
226750,Orphanet: Amelocerebrohypohidrotic syndrome,&lt;1 / 1 000 000,"Neonatal,Infancy,Childhood","Kohlschütter-Tönz syndrome (KTS) is a genetically heterogeneous autosomal recessive syndrome characterized by the triad of amelogenesis imperfect, infantile onset epilepsy, intellectual disability with or without regression and dementia.","Epilepsy-dementia-amelogenesis imperfecta syndrome,Kohlschütter-Tönz syndrome"
226730,Orphanet: Junctional epidermolysis bullosa with pyloric atresia,&lt;1 / 1 000 000,"Neonatal,Antenatal",A severe form of junctional epidermolysis bullosa (JEB) characterized by generalized blistering at birth and congenital atresia of the pylorus and rarely of other portions of the gastrointestinal tract.,"Carmi syndrome,JEB with pyloric atresia,JEB-PA"
226700,Orphanet: Severe generalized junctional epidermolysis bullosa,1-9 / 1 000 000,"Infancy,Neonatal","A severe form of junctional epidermolysis bullosa (JEB) characterized by blisters and extensive erosions, localized to the skin and mucous membranes.","Epidermolysis bullosa letalis,JEB-H,Junctional epidermolysis bullosa generalisata gravis,Junctional epidermolysis bullosa, Herlitz type,Junctional epidermolysis bullosa, Herlitz-Pearson type,Severe generalized JEB"
226670,Orphanet: Epidermolysis bullosa simplex with muscular dystrophy,&lt;1 / 1 000 000,"Infancy,Neonatal",A form of epidermolysis bullosa simplex (EBS) characterized by generalized blistering associated with muscular dystrophy.,"EBS with muscular dystrophy,EBS-MD,Limb-girdle muscular dystrophy with epidermolysis bullosa simplex"
226650,Orphanet: Intermediate generalized junctional epidermolysis bullosa,Unknown,Neonatal,"A form of junctional epidermolysis bullosa (JEB) characterized by generalized skin blistering, atrophic scarring, nail dystrophy or nail absence, and enamel hypoplasia, with extracutaneous involvement.","Generalized atrophic benign epidermolysis bullosa,Generalized junctional epidermolysis bullosa, non-Herlitz type,Intermediate generalized JEB,Junctional epidermolysis bullosa generalisata mitis,Junctional epidermolysis bullosa, Disentis type"
226600,"Orphanet: Autosomal recessive generalized dystrophic epidermolysis bullosa, severe form",&lt;1 / 1 000 000,Neonatal,A severe form of dystrophic epidermolysis bullosa (DEB) characterized by generalized cutaneous and mucosal blistering and scarring associated with severe deformities and major extracutaneous involvement.,"Autosomal recessive dystrophic epidermolysis bullosa generalisata gravis,Autosomal recessive dystrophic epidermolysis bullosa, Hallopeau-Siemens type,Generalized RDEB, severe form,RDEB generalisata gravis,RDEB, Hallopeau-Siemens type,Severe generalized RDEB"
618309,Orphanet: Epidermodysplasia verruciformis,Unknown,Allages,Epidermodysplasia verruciformis (EV) is a rare inherited genodermatosis characterized by chronic infection with human papillomavirus (HPV) leading to polymorphous cutaneous lesions and high risk of developing non melanoma skin cancer.,"Lewandowsky-Lutz syndrome,Lutz-Lewandowsky epidermodysplasia verruciformis"
226300,Orphanet: Complement hyperactivation angiopathic thrombosis protein losing enteropathy syndrome,&lt;1 / 1 000 000,"Infancy,Childhood",,
226200,Orphanet: Congenital enteropathy due to enteropeptidase deficiency,-,"Infancy,Neonatal","Congenital enteropathy due to enteropeptidase deficiency is a rare, genetic, gastroenterological disease characterized by early-onset failure to thrive, edema, hypoproteinemia, diarrhea and fat malabsorption (or steatorrhea) in the presence of very low or absent trypsin activity in duodenal fluid. Celiac disease, or other pancreatic or mucosal disorders, may be associated.",Congenital enterokinase deficiency
225790,Orphanet: Fowler vasculopaty,&lt;1 / 1 000 000,"Antenatal,Neonatal","A rare, genetic neurological disorder characterized by hydranencephaly, distinctive glomeruloid vasculopathy in the central nervous system and retina, polyhydramnios and fetal akinesia with arthrogryposis. The disorder is usually prenatally lethal. In rare reported cases that survived beyond infancy, severe intellectual and neurologic disability with seizures, microcephaly and absence of functional movements were reported.","Cerebral proliferative glomeruloid vasculopathy,Encephaloclastic proliferative vasculopathy,Hydrocephaly/hydranencephaly due to cerebral vasculopathy,Proliferative vasculopathy and hydranencephaly/hydrocephaly"
225753,Orphanet: Pontocerebellar hypoplasia type 4,&lt;1 / 1 000 000,Antenatal,"A severe, genetic form of pontocerebellar hypoplasia (PCH) characterized by delayed neocortical maturation with underdeveloped cerebral hemispheres and pontocerebellar hypoplasia and a severely affected vermis. Clinically, the disorder manifests with prenatal onset of polyhydramnios and contractures followed by hypertonia, severe clonus, primary hypoventilation leading to an early postnatal death.","Fatal infantile encephalopathy with olivopontocerebellar hypoplasia,Olivopontocerebellar hypoplasia,PCH4"
615846,Orphanet: Aicardi GoutiÃ¨res syndrome,1-5 / 10 000,"Infancy,Neonatal","An inherited, subacute encephalopathy characterised by the association of basal ganglia calcification, leukodystrophy and cerebrospinal fluid (CSF) lymphocytosis.","Encephalopathy with basal ganglia calcification,Encephalopathy with intracranial calcification and chronic lymphocytosis of cerebrospinal fluid"
618123,Orphanet: Ellis Van Creveld syndrome,Unknown,"Neonatal,Antenatal","A rare chondral and ectodermal dysplasia characterized by short ribs, polydactyly, growth retardation, and ectodermal and heart defects.","Chondroectodermal dysplasia,Mesodermic dysplasia"
225410,Orphanet: Dermatosparaxis Ehlers Danlos syndrome,&lt;1 / 1 000 000,"Infancy,Neonatal","A form of Ehlers-Danlos syndrome (EDS) characterized by extreme skin fragility and laxity, a prominent facial gestalt, excessive bruising and, sometimes, major complications due to visceral and vascular fragility.","Dermatosparaxis EDS,Ehlers-Danlos syndrome type 7C,Human dermatosparaxis EDS VIIC,dEDS"
225400,Orphanet: Kyphoscoliotic Ehlers Danlos syndrome due to lysyl hydroxylase 1 deficiency,Unknown,"Infancy,Neonatal","A rare subtype of kyphoscoliotic Ehlers-Danlos syndrome characterized by congenital muscle hypotonia, congenital or early-onset kyphoscoliosis (progressive or non-progressive), and generalized joint hypermobility with dislocations/subluxations (in particular of the shoulders, hips, and knees). Additional common features are skin hyperextensibility, easy bruising of the skin, rupture/aneurysm of a medium-sized artery, osteopenia/osteoporosis, blue sclerae, umbilical or inguinal hernia, chest deformity, marfanoid habitus, talipes equinovarus, and refractive errors. Subtype-specific manifestations include skin fragility, atrophic scarring, scleral/ocular fragility/rupture, microcornea, and facial dysmorphology (like low‐set ears, epicanthal folds, down‐slanting palpebral fissures, high palate). Molecular testing is obligatory to confirm the diagnosis.","Cutis hyperelastica,EDS VIA,Ehlers-Danlos syndrome type 6A,Kyphoscoliotic EDS due to lysyl hydroxylase 1 deficiency,Lysyl hydroxylase-deficient EDS,Ocular-scoliotic EDS,kEDS-PLOD1"
225320,Orphanet: Cardiac valvular Ehlers Danlos syndrome,&lt;1 / 1 000 000,"Infancy,Neonatal","A rare form of Ehlers-Danlos syndrome (EDS) characterized by soft skin, skin hyperextensibility, easy bruisability, atrophic scar formation, joint hypermobility and severe, progressive cardiac valvular defects comprising mitral and/or aortic valve insufficiency.","Cardiac-valvular EDS,cvEDS"
